Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,11811,8735,159,0
2017-01-11,3151,11745,10786,0
2017-02-10,4025,15334,9217,0
2017-02-20,4160,22119,18057,0
2017-03-02,3883,20827,13070,0
2017-03-12,5383,23193,11625,0
2017-04-01,11421,36375,4727,0
2017-04-11,8187,48227,919,0
2017-05-01,8134,47559,911,0
2017-05-11,9326,50331,596,0
2017-05-21,9219,28270,768,0
2017-05-31,11250,39486,2287,0
2017-06-20,10359,38668,2955,0
2017-07-10,9537,17710,1247,0
2017-07-20,17498,32162,2027,0
2017-07-30,24051,18699,686,0
2017-08-09,29664,20407,1094,0
2017-08-19,38127,16850,701,0
2017-09-08,47891,10577,162,0
2017-09-18,48678,4993,16,0
2017-09-28,58250,2094,2,0
2017-10-08,62507,2237,4,0
2017-10-28,38114,8254,641,0
2017-11-07,17609,10677,6014,0
2017-11-17,8377,13256,6404,0
2017-11-27,8585,19772,11973,0
2017-12-07,6934,24565,15341,0
2017-12-17,7659,24221,12498,0
2017-12-27,15490,20049,7779,0
2018-01-06,12643,20574,6787,0
2018-01-26,6316,28806,12902,0
2018-02-15,8260,22488,7717,0
2018-03-17,3465,12992,25806,0
2018-04-16,2503,18355,11902,0
2018-04-26,9806,18003,25454,0
2018-05-06,11877,16082,6850,0
2018-05-26,9102,7428,85,0
2018-06-05,17491,29743,6663,0
2018-06-15,18030,32061,3370,0
2018-06-25,14302,1193,0,0
2018-07-05,25134,21675,1007,0
2018-07-15,29719,23700,1833,0
2018-07-25,33012,18567,1212,0
2018-08-04,31638,6395,241,0
2018-08-14,42008,6461,62,0
2018-08-24,56833,4310,51,0
2018-09-03,65381,1567,3,0
2018-09-13,59094,1066,0,0
2018-10-03,62944,598,0,0
2018-10-23,67605,582,336,0
2018-11-02,62940,1433,221,0
2018-11-12,52921,2739,397,0
2018-11-22,49055,940,9,0
2018-12-02,47216,308,0,0
2019-01-01,526,27887,8249,0
2019-01-21,1842,19675,25914,0
2019-02-20,3880,25013,16000,0
2019-03-02,3318,20909,21801,0
2019-03-12,3187,22681,24842,0
2019-04-11,4784,32925,12498,0
2019-04-21,4706,27198,4715,0
2019-05-01,1892,9697,1629,0
2019-05-11,8175,21616,22792,0
2019-05-21,1054,19212,632,0
2019-06-10,6168,38609,3039,0
2019-06-20,9458,25942,19327,0
2019-06-30,14778,23495,16998,0
2019-07-20,17241,21854,14254,0
2019-07-30,15662,17836,5863,0
2019-08-09,18762,16927,16099,0
