Date,HarvestedPixelCountRed,HarvestedPixelCountBlue,HarvestedPixelCountGreen,Cloud,
2017-01-01,95710,29603,4924,0
2017-01-11,20431,62754,37952,0
2017-02-10,16237,50417,100575,0
2017-02-20,19282,59977,68884,0
2017-03-02,37195,45541,49363,0
2017-03-12,26426,50525,78321,0
2017-04-01,30036,126332,612,0
2017-04-11,30632,109224,196,0
2017-05-01,41190,39564,601,0
2017-05-11,18061,159611,6473,0
2017-05-21,27011,88269,1987,0
2017-05-31,108559,19979,333,0
2017-06-20,29121,103035,19813,0
2017-07-10,85908,37581,2379,0
2017-07-20,53907,90722,20467,0
2017-07-30,112355,45491,8688,0
2017-08-09,92325,82882,4291,0
2017-08-19,114755,72064,1993,0
2017-09-08,169392,21249,53,0
2017-09-18,191608,8179,9,0
2017-09-28,213175,2661,0,0
2017-10-08,221943,3405,1,0
2017-10-28,166243,13042,754,0
2017-11-07,133096,26627,3300,0
2017-11-17,115810,23469,3243,0
2017-11-27,65726,43858,6357,0
2017-12-07,35136,84952,17455,0
2017-12-17,42550,60191,23812,0
2017-12-27,47125,54109,24144,0
2018-01-06,37236,61259,30724,0
2018-01-26,39642,44822,25650,0
2018-02-15,58284,21205,16969,0
2018-03-17,9589,44623,99183,0
2018-04-16,9839,92442,27030,0
2018-04-26,15757,40500,116565,0
2018-05-06,49551,38866,59187,0
2018-05-26,83248,41953,5663,0
2018-06-05,37822,71936,47449,0
2018-06-15,37941,83357,32245,0
2018-06-25,97674,25579,219,0
2018-07-05,78677,63500,11749,0
2018-07-15,79547,74525,14297,0
2018-07-25,139822,15335,29,0
2018-08-04,132504,51754,1880,0
2018-08-14,150678,27827,1,0
2018-08-24,169658,17223,5,0
2018-09-03,190777,7122,1,0
2018-09-13,202289,2985,0,0
2018-10-03,211825,1484,0,0
2018-10-23,199376,2099,1,0
2018-11-02,174952,10458,80,0
2018-11-12,120623,36085,682,0
2018-11-22,105911,43928,363,0
2018-12-02,96982,40169,9,0
2019-01-01,94043,39010,10,0
2019-01-21,17021,31611,38800,0
2019-02-20,23065,64988,70757,0
2019-03-02,24511,60824,50979,0
2019-03-12,14808,51637,100145,0
2019-04-11,23881,91541,22615,0
2019-04-21,29260,61453,8888,0
2019-05-01,24869,49276,5655,0
2019-05-11,20982,28374,129927,0
2019-05-21,20389,66212,35894,0
2019-06-10,74190,40079,10753,0
2019-06-20,20192,39031,95880,0
2019-06-30,34123,34217,94682,0
2019-07-20,40019,61167,43083,0
2019-07-30,57669,74293,13375,0
2019-08-09,69854,55305,40578,0
